time,title,source,detail_url,detail_content
2025-06-02 07:18:00,美的董事長：小米進入家電業戰略上「已經輸了」,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443771/hk-stock-news,"內媒報道，美的集團(00300.HK)
+0.450 (+0.546%)
沽空 $5.44千萬; 比率 27.241%
(000333.SZ)
+0.080 (+0.101%)
董事長、總裁方洪波在2024年度股東大會上回應投資者問及與小米-W(01810.HK)
+0.650 (+1.276%)
沽空 $9.69億; 比率 21.113%
競爭時表示，公司戰略上不害怕小米進入家電行業，這是基於常識來分析和判斷的結果。
方洪波解釋，家電行業門檻不高，但高度競爭，行業是紅海，且家電是個機電產品，打法固定，行業效率提升空間也不太大。因此，無論怎麼打，最終誰勝，都是一場巨大的消耗戰，這對無論小米、紅米及追覓等新玩家，還是現有幾大玩家都一樣。目前未有從家電業誕生出高科技企業，指「誰現在進入家電業，戰略上已經輸了，能打到哪裡去。」(ta/w)(港股報價延遲最少十五分鐘。沽空資料截至 2025-06-02 16:25。) (A股報價延遲最少十五分鐘。)
相關內容
《大行》里昂：小米(01810.HK)首季業績勝預期  上調經調整淨利潤預測
AASTOCKS新聞"
2025-06-02 07:08:00,中汽協：價格戰嚴重影響企業經營 將加大內捲式競爭整治力度,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443784/hk-stock-news,"中國汽車工業協會在其微信公號上發文稱，近年內地新能源汽車產業快速發展，新能源汽車新車銷售佔比已超過40%。一段時間以來，行業盈利水平下降，以無序「價格戰」為主要表現形式的「內捲式」競爭，是行業效益下降的重要因素。產品售後服務保障、企業創新發展需要持續加大投入，而「價格戰」嚴重影響企業正常經營，衝擊產業鏈供應鏈安全，把產業發展帶入惡性循環。
針對近期車企新一輪「價格戰」，中汽協發布《關於維護公平競爭秩序，促進行業健康發展的倡議》。工信部有關負責人表示，支持中汽協提出該倡議，指車企之間「價格戰」，給汽車企業正常的生產經營帶來較大衝擊，危及行業健康及可持續發展，將加大汽車行業「內捲式」競爭整治力度，推動產業結構優化調整，加強產品一致性抽查，配合相關部門開展反不正當競爭執法，採取必要的監管措施，堅決維護公平有序市場環境，切實保障消費者根本利益。(ta/w)
相關內容
《大行》美銀重申理想汽車(02015.HK)「買入」評級 看好毛利率及自由現金流前景
AASTOCKS新聞"
2025-06-01 20:51:00,余承東:某公司只做一款車就賣爆 雷軍留莫言詆毀名言後速刪文,"滙港資訊</span> </div> <div class=""clear""></div> <div id=""pStocksMiniChart"" style=""width:320px; position:absolute;top:0;right:0;display:none""></div> <div style=""position:relative; clear:both; width:100%; height:0px;""> <style type=""text/css"">",https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/INFOCAST/IC4505763/hk-stock-news,"<匯港通訊>  華為常務董事兼終端 BG 董事長余承東昨日(5月31日)在未來汽車先行者大會表​​示,從其他行業來的公司,只做一款車就賣爆了,雖然它的產品可能不是那麼好,但賣得很爆。
小米(01810)董事長雷軍和總裁盧偉冰分別在微博發文。其中,雷軍表示,剛學會一句作家莫言的名言「詆譭,本身就是一種仰望」。然而,雷軍隨後編輯了這條微博,並刪除了這句莫言的名言,僅留下相關圖片和小米汽車5月銷售量資訊。
盧偉冰貼文亦引用莫言同一句說話,指無論是小米 SU7 賣爆,抑或 YU7 獲得比 SU7 更高的關注和期待,都是以強大的產品力作為基礎。本著「10倍投入做一輛好車」的決心,獲得千萬網友的嚴選而勝出。
盧偉冰並發布小米汽車在粵港澳大灣區車展人頭湧動的視頻,指小米汽車受歡迎,是小米價值觀、小米模式、和小米方法論的成功。
內地媒體報道,余承東呼籲提高汽車產業品質與安全標準。他說,正是因為這家企業有強大的品牌能力、流量能力,所以一個產品就能打爆;華為做的產品,做的比它還好,質量好、體驗好、性能好,各方面都好,還賣不過它,甚至還賣不過它的零頭。
余承東表示,他今天說的話可能有點過頭,按華為的質量標準,有的車廠它一輛車都不能發貨,但是有的不符合華為質量標準的汽車仍在海量發貨,他看完之後「一身冷汗」;呼籲做高質量的產品,不能為了過度追求低成本而犧牲質量;質量是生命線,質量才是最大的豪華。
他稱,非常支持打擊盲目亂吹、不顧生命安全的瞎吹的做法,是不負責任,也會造成非常嚴重的問題；目前汽車企業不僅要有製造、銷售、服務能力,還需要有很強大的對用戶體驗的掌握能力、產品定義、產品分析、產品市場定位定義和設計能力。 (BC)
#華為  #余承東  #小米  #雷軍
新聞來源 (不包括新聞圖片): 滙港資訊"
2025-06-01 18:05:00,小米汽車5月交付量按月持平,"滙港資訊</span> </div> <div class=""clear""></div> <div id=""pStocksMiniChart"" style=""width:320px; position:absolute;top:0;right:0;display:none""></div> <div style=""position:relative; clear:both; width:100%; height:0px;""> <style type=""text/css"">",https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/INFOCAST/IC4505727/hk-stock-news,"<匯港通訊>  小米集團(01810)公布,小米汽車5月交付量超過2.8萬輛,按月比持計。該集團表示,正為小米 YU7 大規模量產做準備。
另外,小米於社交平台稱,5月新增29家門店,全國82城已有298家門店;6月計劃新增37家門店,預計覆蓋寶雞、滄州等10座城市;截止5月31日,全國已有153家服務網點,覆蓋全國88城。 (BC)
#小米汽車
新聞來源 (不包括新聞圖片): 滙港資訊"
2025-06-01 14:50:00,雷軍最新發聲，引用了莫言的話：詆譭，本身就是一種仰望，隨後刪除,"格隆匯</span> </div> <div class=""clear""></div> <div id=""pStocksMiniChart"" style=""width:320px; position:absolute;top:0;right:0;display:none""></div> <div style=""position:relative; clear:both; width:100%; height:0px;""> <style type=""text/css"">",https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/GLH/GLH1929460L/hk-stock-news,"6月1日｜雷軍今日微博發文稱，2025年5月小米su7交付量超28,000台，我們正在全力為小米yu7大規模量產做準備，預計7月份量產。
此外，雷軍還表示，剛學會一句莫言名言：詆譭，本身就是一種仰望。然而，隨後，雷軍編輯了本條微博，刪除了這句話。
5月31日晚，小米集團合夥人、總裁，小米品牌總經理盧偉冰也同樣發文引用莫言的名言——莫言説：詆譭，本身就是一種仰望。
新聞來源 (不包括新聞圖片): 格隆匯"
2025-06-01 12:04:00,小米盧偉冰：小米汽車的成功，是小米價值觀，小米模式，和小米方法論的成功,"格隆匯</span> </div> <div class=""clear""></div> <div id=""pStocksMiniChart"" style=""width:320px; position:absolute;top:0;right:0;display:none""></div> <div style=""position:relative; clear:both; width:100%; height:0px;""> <style type=""text/css"">",https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/GLH/GLH1929433L/hk-stock-news,"6月1日｜小米集團總裁盧偉冰昨日在微博發文稱：不論是SU7的賣爆，還是YU7獲得比SU7更高的關注和期待，都是以強大的產品力為基礎。本着“十倍投入做一輛好車”的決心，獲得千萬網友的嚴選而勝出！還是那句話，小米汽車的成功，是小米價值觀，小米模式，和小米方法論的成功！莫言説：詆譭，本身就是一種仰望。
新聞來源 (不包括新聞圖片): 格隆匯"
2025-05-30 18:25:00,港股通美團淨流入19.22億港元,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443671/hk-stock-news,"北水南向淨流入美團(03690.HK)
-2.300 (-1.667%)
沽空 $7.83億; 比率 19.538%
、小米集團(01810.HK)
+0.650 (+1.276%)
沽空 $9.69億; 比率 21.113%
及石藥(01093.HK)
-0.390 (-4.815%)
沽空 $2.75億; 比率 23.820%
，分別達19.22億港元、6.36億港元及6.26億港元。
北水南向淨流出騰訊(00700.HK)
+0.200 (+0.040%)
沽空 $8.78億; 比率 13.569%
，達8.65億港元。
相關內容
《大行》滙豐研究降理想(02015.HK)目標價至142元  續籲「買入」
港股通(滬)最高資金淨流入活躍股份為美團(03690.HK)
-2.300 (-1.667%)
沽空 $7.83億; 比率 19.538%
17.38億港元，而最高資金淨流出股份為騰訊(00700.HK)
+0.200 (+0.040%)
沽空 $8.78億; 比率 13.569%
8.05億港元。
港股通(深)最高資金淨流入活躍股份為理想汽車(02015.HK)
-2.300 (-2.048%)
沽空 $3.79億; 比率 37.662%
4.01億港元，而最高資金淨流出股份為盈富基金(02800.HK)
-0.100 (-0.424%)
沽空 $13.04億; 比率 13.341%
8.86億港元。
全日南向合計淨流出0港元，總成交額為948.53億元，佔大市成交額34.93%。
(港股報價延遲最少十五分鐘。沽空資料截至 2025-06-02 16:25。)
相關內容
《大行》交銀國際升小米(01810.HK)目標價至62元  維持「買入」評級
AASTOCKS新聞"
2025-05-30 17:53:00,美的集團董事長方洪波：小米進入家電業在戰略上已經輸了,"格隆匯</span> </div> <div class=""clear""></div> <div id=""pStocksMiniChart"" style=""width:320px; position:absolute;top:0;right:0;display:none""></div> <div style=""position:relative; clear:both; width:100%; height:0px;""> <style type=""text/css"">",https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/GLH/GLH1928553L/hk-stock-news,"5月30日｜據一財，美的集團董事長兼總裁方洪波在美的集團2024年度股東大會上回復投資者提問時説，小米進入家電業在戰略上已輸了。方洪波解釋説，一是家電業是高度競爭的行業，進入門檻不高，行業已經過多輪大戰、是一片“紅海”，家電是機電產品，（行業競爭）打法固定；二是家電行業增長空間、價值鏈效率提升空間不大；三是即使取勝也是巨大的消耗戰，這對無論小米、紅米、追覓等新玩家，還是現有幾大玩家都一樣。“從家電業誕生出高科技企業（現在）沒有，誰現在進入家電業，戰略上已經輸了，你能打到哪裏去。”
新聞來源 (不包括新聞圖片): 格隆匯"
2025-05-30 17:36:00,美的方洪波:不怕小米進入家電產業 誰贏都是一場巨大的消耗戰,"滙港資訊</span> </div> <div class=""clear""></div> <div id=""pStocksMiniChart"" style=""width:320px; position:absolute;top:0;right:0;display:none""></div> <div style=""position:relative; clear:both; width:100%; height:0px;""> <style type=""text/css"">",https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/INFOCAST/IC4505605/hk-stock-news,"<匯港通訊>            今日下午，美的集團(00300)董事長兼總裁方洪波於2024年度股東大會時表示，公司策略上不害怕小米集團(01810)進入家電產業，這是基於常識來分析和判斷的結果。
他指，家電產業門檻不高，但高度競爭，行業是紅海。且家電是機電產品，打法固定，產業效率提升空間也不太大。因此，無論怎麼打，最終誰勝，都是一場巨大的消耗戰。 (CW)
新聞來源 (不包括新聞圖片): 滙港資訊"
2025-05-30 17:16:00,中國信通院：4月內地市場手機出貨量按年增長4%,,https://www.aastocks.com/tc/stocks/analysis/stock-aafn-con/01810/AAFN/NOW.1443645/hk-stock-news,"中國信通院公布數據顯示，2025年4月，內地市場手機出貨量2,503.8萬部，按年增長4%，其中，5G手機1,988.9萬部，按年下降1.7%，佔同期手機出貨量的79.4%。
2025年首四個月，內地市場手機出貨量9,470.8萬部，按年增長3.5%，其中，5G手機8,093.2萬部，按年增長5.6%，佔同期手機出貨量的85.5%。(ta/a)
相關內容
《大行》交銀國際升小米(01810.HK)目標價至62元  維持「買入」評級
AASTOCKS新聞"
