title,description,published date,url,publisher
內地六大國有銀行今起下調人民幣存款利率 最多減25個基點 - Yahoo 財經,內地六大國有銀行今起下調人民幣存款利率 最多減25個基點  Yahoo 財經浦發銀行下調存款利率  AASTOCKS.com人行減息10基點撐經濟回升向好100萬房貸30年期供款慳2萬專家料推動理財市場可持續發展- 財經 - 香港文匯網  香港文匯網人行下調LPR 內銀減存息 - 20250521 - 經濟  明報新聞網神州經脈｜存貸利率同下調，首4月關稅收入跌，青年失業率降  香港經濟日報HKET,"Tue, 20 May 2025 01:04:55 GMT",https://news.google.com/rss/articles/CBMijgNBVV95cUxQS2g5UkZIWk5ZM0ktcUNqamxqY29EQVExY2NGdWFPMnVqOXlXdThObEJzT0lBMDZsT2YxRkNYNFk4d0ppY2NlQk1zaExQaV82R1BOZXBOdUp5REg0OHZMVzczWU5RaVE0ZWlIeG0tUWV1dUJRaENNajhvZk5CZjkzbHFCbEJzOHN3eGFLTENCWFVuczA0UTUyZGo2YmVoam5SUk0yX18zcjVxN2stYnQyVG01am55T2lzbThQVlMtU2JnYnlPTTZtekVncUxrMmk4OVpUOVY3UjZFVENJWDVGTDJlV2lzVGRXci1pZWxBa1pESHRQbDF0cDMtRWl3YVlLdFMwMmtnU2N1OHZSaERoWk1VdzFLV0NTTjNGVlVFRWtNdkpGUXFLcEZ2Q2I1UjR6VlpnYkx5WHgzbk91T2lrblF1WHFCcjRVQzYwcEVCX2lUY0lQVHlpOEUwZjhJWEFaY1VUVU91U01FTzh1aEhDQzNvUUZ2OHpoOUd3UThxeENTbmJSUzMxOFdkUVZlUQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://hk.finance.yahoo.com', 'title': 'Yahoo 財經'}"
分析：「美國招牌」不斷掉漆 美元貶值壓力增 - Yahoo 財經,分析：「美國招牌」不斷掉漆 美元貶值壓力增  Yahoo 財經期權交易員的美元看跌情緒達到有記錄以來最濃  Yahoo 財經美滙指數一度跌0.39% 險守100關  Hkej.com美滙向下測試升軌100.27  香港經濟日報HKET美元指數曾失守99.6水平 分析料後市視乎關稅政策  香港電台新聞主頁,"Tue, 20 May 2025 06:15:02 GMT",https://news.google.com/rss/articles/CBMiugJBVV95cUxOd1F3dGVudGtfNU9Nd29pc0tkVmR1azlPc3ppNFJZcjU0X0RnU2hycFI3c284X3hjd0MtWW42Q2Rwa1Z1b1RZVEFoY2FpVUZfTGpkOUlOdWJXTXhjYmpaZVNwM2ROTzhlVElnMlI2VTNRM3J6V2JuX1ZtNzdMMDdGblREbHVYYk9FUXhwVFdCelZkOUN2ckJCZGxCRGdJOVhwNVdQUlo3ZHRxckZqTG92eVFxX0xGdVVjQ2xWOHdkRmxidUdNTDh3TU5UZ0FIa3diLXAxVTR5b05vblA5NHpySDFvN1N0SjIxdUxwaWl1a0hSTlBTS2dPN09Cam13M1J4aTh0RS05STZHZHpISUZaYzlIcWh2VEhhZmV5YmR5b3dWYS1tNmlCZlFUSU9RbldPR0xuU1RxNWk0Zw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://hk.finance.yahoo.com', 'title': 'Yahoo 財經'}"
整固待上 - 石鏡泉 政政經經 - 財智 - 生活 - etnet 經濟通,整固待上 - 石鏡泉 政政經經 - 財智 - 生活  etnet 經濟通《信而有證》港股八連升後回吐 阿里周四公布業績 連同比亞迪多好友撈好倉  AASTOCKS.com港股半日跌114點守十天線 蘋果相關股捱沽  Hkej.com港股23000獲支持藍籌綜指新貴做好- 20250520 - 公民  明報教育網港股下挫 曾跌至兩萬三水平  news.tvb.com,"Tue, 20 May 2025 00:10:00 GMT",https://news.google.com/rss/articles/CBMib0FVX3lxTE1jUzBoM2R4alZWTE1xUnJ6Skg5WHN0eDZSLS0ta2ZVY3g5Z1A4eE94c19rS2ktcWNWdFNuOFJGbmtCaFFnTkFnVW9FcXVzd1RncnY2Um9ZODNlb1NqRnpVbUEtY2ktVW5BZmJ3Q01sWQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://www.etnet.com.hk', 'title': 'etnet 經濟通'}"
下架1741 天後《要塞英雄》成功重返美國地區App Store、推出自家商城消費優惠《Fortnite》 - 巴哈姆特,下架1741 天後《要塞英雄》成功重返美國地區App Store、推出自家商城消費優惠《Fortnite》  巴哈姆特《要塞英雄》Fortnite重返App Store！蘋果五年後終於核准上架美股US Stocks Quote - 外圍新聞內容Golbal News Content  AASTOCKS.com睽違 5 年，《Fortnite》重新上架美國 App Store  Yahoo蘋果全球封鎖iPhone上的《堡壘之夜》遊戲 作者 Investing.com  Investing.com 香港 - 股市報價& 財經新聞iOS 版 Fortnite 全球下架 Apple 否認阻擋美國以外地區發佈  MSN,"Wed, 21 May 2025 03:01:41 GMT",https://news.google.com/rss/articles/CBMiWEFVX3lxTE5vd1ZmM1RfZ1NvMndWYmtoaW9GQVVhdWNqRFRBMmVidGdUS0hiTDV6UU0xakpfNGFZZ3NnSmNWdEltSGRxQjl2TGk1SGJKbFFiNlRaei1MZEE?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://gnn.gamer.com.tw', 'title': '巴哈姆特'}"
美股日誌｜三指數向下標指7日首跌 金價兩連揚 - Yahoo 財經,美股日誌｜三指數向下標指7日首跌 金價兩連揚  Yahoo 財經道指結束3日升勢 低收114點  香港電台新聞主頁道指收市跌114點 盤中曾挫306點  Hkej.com美股下跌 標指結束六日升勢  news.tvb.com〈美股盤後〉特斯拉盤中強彈3.8% 標普止步連六紅  AASTOCKS.com,"Tue, 20 May 2025 20:25:34 GMT",https://news.google.com/rss/articles/CBMi0AJBVV95cUxNUnV5dzJBNm1OMWdUXzhDVWV5M2xSN00xMDU0TWJGQUNvQmc3VzVJZUlDajdhYnlPZWYxYmExVGFpeG93SG9uUFVfenkwdzRZVG1OcC1IRkpRX0xsX3B3SmpHdERhQWZTWFFmd01KX0xGMm9EQVRxb1l3V0hvUVFQeXhNdDFSQ24zWUw5MnozUWR5alQwcGtreUtvMTFpSk9MWk91ZXU3dmp5TTQweVhoYkVUSWdoNkJkQUNIb0V6cWdBUWk0aEVEYWdVLWUweE5nNjJNYmNjX3lxaVNzeWVtT0s0akZRNFpKUElSbzlIc2RTQ2RNUG5vVlpDNUhNZUNRX3ZudTNXSW05X0plRGJJQXVnX0ZxR0xwcUdRcl9uZ1plRlFjVUU1alRYU3lfcFBNZnFUZkhZRFFqek1NUWdjRUF5QWJCWTlpcXJ1bTJBa2E?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://hk.finance.yahoo.com', 'title': 'Yahoo 財經'}"
小米：3nm晶片已量產 明發售手機平板新旗艦首搭載 - 20250521 - 中國 - 明報新聞網,小米：3nm晶片已量產 明發售手機平板新旗艦首搭載 - 20250521 - 中國  明報新聞網小米玄戒O1 晶片 GeekBench 參數曝光！10 核 CPU 效能超 8G3、首配機型最快月尾見  Now 新聞小米 | 將發布自研手機晶片及YU7汽車，獲券商唱好可乘勢追入？  etnet 經濟通十年磨一劍！小米玄戒O1量產撕「中國芯無能」標籤 繼台積三星成全球第三個3奈米自研玩家  Yahoo 財經【摩根大通認股證牛熊證】小米周四晚舉辦新品發布會 自主設計的晶片和首款SUV車型成焦點 小米購14854/沽14706  AASTOCKS.com,"Tue, 20 May 2025 20:26:15 GMT",https://news.google.com/rss/articles/CBMihgNBVV95cUxPSkpIUUZVR2UtUDBJbVRjbUhWUEd6VDFjNXJ6cXF5RlkxVnluZEdPSkE4NzgzbEptTzVzbEpwNXQxM1NXMFFpVldzcWpCeVhCTmROOU4wSGt1SFlnd2lVYWVrRmZxZVVXVFI1SGxldk1WX1lPMm5iUndHUnpRZ3Z4b3hUSzh1OWhlOTR1Yk9sYkRKOGpQMmw2VmxEMUlyZXBmOHlsTmp5NlBTQUd2N1RFWDA5cUZPSVlXam8wcUt6SmdQYkpLUmxGNEJKanMybFZuYU5kQW1MeWxqX2hoeFYxbXJ0NDVaODhCazVVa1hIY182ZW54cFBQQXJXSXdZZDVsUUE0cEJVVUkwZ1VmdnlNby05a2dJakw1V3FhV2pZVFdHcWQ1WEdsWmV6eXByNkRQZ3V0S1NDN1RpYnVydlByNXp5cnM5NnpXRXRnSmhRSjBrS2ZxYXdZbzN3ekRKZnRUMDhKdU4ySkZBYjA0VmtnWjhtZE9seHZtTE1FSDYxVGMtWkNkbGc?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://news.mingpao.com', 'title': '明報新聞網'}"
凱基看好磚頭 買樓更勝地產股 - Hkej.com,凱基看好磚頭 買樓更勝地產股  Hkej.com一個月期Hibor自2022年來首次跌破1% 港元本月勢創1983年來最大跌幅財經新聞Financial News  AASTOCKS.com惠譽:倘拆息持續回落有助緩解港銀資產質素壓力  Hkej.com專家站｜供樓利率下行 投資者迎來新契機  地產站H按息跌至2.26厘 每月供款慳返逾3300元  on.cc東網,"Mon, 19 May 2025 18:33:13 GMT",https://news.google.com/rss/articles/CBMiakFVX3lxTFBjUFZYZW55ZHRrNGo0bUtEMVhfTngyLWR5a3BFRHF5Y3pTNk8zY0d3TGtSZzZRSVM1Mm9DcjlBUlR2LVdHclh3MnhManhYNkM0Q1M4TVllWmJBOWlYa1F6UUlqX0Z0SFg5NkE?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://www1.hkej.com', 'title': 'Hkej.com'}"
新世界再融資逾600億 據報部分外資行不參與 金管局正了解原因 - 香港01,新世界再融資逾600億 據報部分外資行不參與 金管局正了解原因  香港01新世界發展據悉要求銀行在6月底前為875億港元貸款進行再融資  Yahoo 財經彭博：新世界尋求875億貸款再融資 - 20250521 - 經濟  明報新聞網新世界(00017.HK)據報獲承貸200億部分外資銀行不參與財經新聞Financial News  AASTOCKS.com今日信報- 要聞 - 新世界籌組再融資暫獲承貸200億部分外資行不參與金管了解退出原因  Hkej.com,"Tue, 20 May 2025 02:07:07 GMT",https://news.google.com/rss/articles/CBMitANBVV95cUxQQWloZmZLX3Bab05GTmVUN1p6LXctMHFCdENvOGJlcjBGMWJ5NjBoUVI0NjZOenhjblNyNGEydXBiNWFJVHZwc21nZl94SFdiOXNZWl9IazdHb3h2RkZBZXlzaFdiaVB3Wm5jaDRnb0ptWU1HbVdDWEFlYjk2Qzc5aXBVVkhOZ1FmOWoyOW83U2pTbnRqVlhsRm1relptZ29Ca2ZPZGZQT2Vmb0JzN2h0M1lWT21VYjlUUXFzYk5IRk1Jc2I0RUcwbEdkZVJCa1RnWjdlN3pPNDdkQm42QXJQSzJOWUpoUkRoTFZZcEFGZFpYazQ5VjJ6bmkxNkp6cTc1UFBNOTZqM2wyT29UVXdwVlFrS0VXX2hFZ3Zoay13N2x3TGY4eTdkdElJWFF6VF9QTmd6Z0VUbDhfUlFmV09aZ2hpdUh0RmFKX1RVa0tPc2Fnb2dPVTlOQlBfakx5SDRnbFNxNno0SHpVSXNHUUVkUkpseUdTakJGMjdpZEZZd1kyUk16cWtJY18tQ1BDb09TanQ0MUlsa2dxYWdWV1o1cXhxa2dnNGZyeGhEckRrSzJ5Ulpp?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://www.hk01.com', 'title': '香港01'}"
王維基：香港做零售「危危乎」 無私有化香港科技探索(01137.HK)等計劃 - AASTOCKS.com,王維基：香港做零售「危危乎」 無私有化香港科技探索(01137.HK)等計劃  AASTOCKS.com在「Google 新聞」上查看完整報導,"Tue, 20 May 2025 06:02:00 GMT",https://news.google.com/rss/articles/CBMib0FVX3lxTFAwamE5SXpGSzlHZWVLblBFS0NwTV9tb2hGR3ZLRXZlQ0w3SkQ1X1kzMV9nNDlFeTA2Z0NBdkFQWUdzOUw2emx3OHI1cHRYUnc2eF85R0d4N3lGVjR1RU9NM2dZa2pSRmFBT1ROTm1uVQ?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'http://www.aastocks.com', 'title': 'AASTOCKS.com'}"
"西九文化區住宅地申建7幢住宅 涉1,995伙 - Yahoo 財經","西九文化區住宅地申建7幢住宅 涉1,995伙  Yahoo 財經西九管理局申建1995伙 總樓面逾138萬呎 (16:44) - 20250520 - 即時財經新聞  明報財經網西南九龍規劃｜西九文化區住宅地申建7幢海景住宅涉1995伙 料2032年落成  地產站西九成高人氣文化旅遊地標 │ 馮程淑儀-WESTK留聲機  星島頭條西九文化區申請 建7幢涉1995伙  Hkej.com","Wed, 21 May 2025 01:41:20 GMT",https://news.google.com/rss/articles/CBMitAJBVV95cUxQSlUwWTI2YlRnV1VyZ19TRnJuMTBjWXR2OFk0WWZ0eGZUWXFGQmpWeDZEdkxwMWRONzY5S29ZX1dwbnhNUUhmMXQxN3ZiRjF3UDNJczc3d0R1NG9MQTVkZ0FfQzBaZjNJUGNFYjItNUYwb2hCWGR5ZXR0YUR6UUZCTllWRG1HRmR2XzFYcElmRk5aT05rVGQwSUd3aU5KZlZicEpPWmJ0OG1CQl9lTERtUGxoMG5xMVhtbVp3VE9Gd3RYb3NWWFhwMnMyZU1yUDhDR2ZkSkdFN2h0NFdrZUwyWmM5bnZ6dUpidXF1NmVmMFBNajhJdEhuQmNWX1RUTTc3YmI5WFhkeVlNMlYwRk9taENnTVcwZ2phb19zWFFTWjdQRHFHN2pMUG90WWZldF9adVNIYw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,"{'href': 'https://hk.finance.yahoo.com', 'title': 'Yahoo 財經'}"
